listing_id,listing_title,property_type,date,season,is_weekend,nightly_price,booked,min_nights,capacity,cleaning_fee,platform_fee,revenue,variable_cost,review_count,demand_weight
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-08,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-09,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-10,trough,1,267.0,1,1,3,50,8.01,267.0,74.01,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-11,trough,1,267.0,1,1,3,50,8.01,267.0,74.01,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-12,trough,1,267.0,1,1,3,50,8.01,267.0,74.01,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-13,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-14,trough,0,214.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-15,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-16,trough,0,214.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-17,trough,1,267.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-18,trough,1,267.0,1,1,3,50,8.01,267.0,74.01,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-19,trough,1,267.0,1,1,3,50,8.01,267.0,74.01,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-20,trough,0,214.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-21,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-22,trough,0,214.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-23,trough,0,214.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-24,trough,1,267.0,1,1,3,50,8.01,267.0,74.01,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-25,trough,1,267.0,1,1,3,50,8.01,267.0,74.01,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-26,trough,1,267.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-27,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-28,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-29,trough,0,214.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-30,trough,0,214.0,1,1,3,50,6.42,214.0,72.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-03-31,trough,1,267.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-01,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-02,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-03,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-04,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-05,shoulder,0,282.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-06,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-07,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-08,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-09,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-10,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-11,shoulder,0,282.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-12,shoulder,0,282.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-13,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-14,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-15,shoulder,1,352.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-16,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-17,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-18,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-19,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-20,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-21,shoulder,1,352.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-22,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-23,shoulder,1,352.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-24,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-25,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-26,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-27,shoulder,0,282.0,1,1,3,50,8.46,282.0,74.46,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-28,shoulder,1,352.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-29,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-04-30,shoulder,1,352.0,1,1,3,50,10.56,352.0,76.56,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-01,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-02,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-03,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-04,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-05,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-06,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-07,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-08,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-09,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-10,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-11,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-12,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-13,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-14,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-15,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-16,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-17,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-18,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-19,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-20,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-21,peak,1,414.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-22,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-23,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-24,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-25,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-26,peak,1,414.0,0,1,3,50,0.0,0.0,0.0,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-27,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-28,peak,1,414.0,1,1,3,50,12.42,414.0,78.42,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-29,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
KS01,Infinity Poolside View @ The Haven Lakeside Tambun,1BR,2023-05-30,peak,0,331.0,1,1,3,50,9.93,331.0,75.93,112,1.0
